Namespace(alpha=0.4, beta=0.5, cl_batch_size=0, dataset='wisconsin', dropedge_rate_1=0.2, dropedge_rate_2=0.2, dropnode_rate_1=0.0, dropnode_rate_2=0.0, dropout=0.5, emb_dim=512, epochs=400, eval_freq=10, gamma=0.5, lr=0.001, maskfeat_rate_1=0.4, maskfeat_rate_2=0.4, nlayers_enc=2, nlayers_proj=2, ntrials=400, proj_dim=128, sparse=0)
[TEST] Trial:0000 | Epoch:0010 | CL loss:-0.2432 | VAL ACC:72.50 | TEST ACC:76.47
[TEST] Trial:0093 | Epoch:0140 | CL loss:-0.6981 | VAL ACC:76.25 | TEST ACC:66.67
[TEST] Trial:0093 | Epoch:0150 | CL loss:-0.6928 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0160 | CL loss:-0.7005 | VAL ACC:78.75 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0170 | CL loss:-0.7115 | VAL ACC:80.00 | TEST ACC:68.63
[TEST] Trial:0093 | Epoch:0180 | CL loss:-0.6980 | VAL ACC:81.25 | TEST ACC:58.82
[TEST] Trial:0093 | Epoch:0190 | CL loss:-0.7150 | VAL ACC:80.00 | TEST ACC:68.63
[TEST] Trial:0093 | Epoch:0200 | CL loss:-0.7254 | VAL ACC:75.00 | TEST ACC:60.78
[TEST] Trial:0093 | Epoch:0210 | CL loss:-0.6994 | VAL ACC:72.50 | TEST ACC:64.71
[TEST] Trial:0093 | Epoch:0220 | CL loss:-0.7076 | VAL ACC:78.75 | TEST ACC:60.78
[TEST] Trial:0093 | Epoch:0230 | CL loss:-0.7339 | VAL ACC:72.50 | TEST ACC:56.86
[TEST] Trial:0093 | Epoch:0240 | CL loss:-0.7181 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0250 | CL loss:-0.7258 | VAL ACC:76.25 | TEST ACC:64.71
[TEST] Trial:0093 | Epoch:0260 | CL loss:-0.7398 | VAL ACC:77.50 | TEST ACC:60.78
[TEST] Trial:0093 | Epoch:0270 | CL loss:-0.7301 | VAL ACC:78.75 | TEST ACC:60.78
[TEST] Trial:0093 | Epoch:0280 | CL loss:-0.7079 | VAL ACC:77.50 | TEST ACC:72.55
[TEST] Trial:0093 | Epoch:0290 | CL loss:-0.7115 | VAL ACC:76.25 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0300 | CL loss:-0.7178 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0093 | Epoch:0310 | CL loss:-0.7353 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0320 | CL loss:-0.7365 | VAL ACC:77.50 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0330 | CL loss:-0.7209 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0340 | CL loss:-0.7307 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0093 | Epoch:0350 | CL loss:-0.7292 | VAL ACC:73.75 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0360 | CL loss:-0.7238 | VAL ACC:78.75 | TEST ACC:60.78
[TEST] Trial:0093 | Epoch:0370 | CL loss:-0.7388 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0380 | CL loss:-0.7295 | VAL ACC:77.50 | TEST ACC:62.75
[TEST] Trial:0093 | Epoch:0390 | CL loss:-0.7245 | VAL ACC:77.50 | TEST ACC:64.71
[TEST] Trial:0093 | Epoch:0400 | CL loss:-0.7370 | VAL ACC:78.75 | TEST ACC:58.82
[TEST] Trial:0094 | Epoch:0010 | CL loss:-0.1842 | VAL ACC:72.50 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0020 | CL loss:-0.2994 | VAL ACC:75.00 | TEST ACC:78.43
[TEST] Trial:0094 | Epoch:0030 | CL loss:-0.3682 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0040 | CL loss:-0.4423 | VAL ACC:77.50 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0050 | CL loss:-0.4971 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0060 | CL loss:-0.5428 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0070 | CL loss:-0.5738 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0080 | CL loss:-0.6056 | VAL ACC:67.50 | TEST ACC:78.43
[TEST] Trial:0094 | Epoch:0090 | CL loss:-0.6240 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0100 | CL loss:-0.6596 | VAL ACC:68.75 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0110 | CL loss:-0.6608 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0120 | CL loss:-0.6779 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0130 | CL loss:-0.6910 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0140 | CL loss:-0.6950 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0150 | CL loss:-0.6924 | VAL ACC:68.75 | TEST ACC:66.67
[TEST] Trial:0094 | Epoch:0160 | CL loss:-0.6944 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0170 | CL loss:-0.6939 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0180 | CL loss:-0.7000 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0190 | CL loss:-0.7129 | VAL ACC:75.00 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0200 | CL loss:-0.7180 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0210 | CL loss:-0.7188 | VAL ACC:71.25 | TEST ACC:68.63
[TEST] Trial:0094 | Epoch:0220 | CL loss:-0.7079 | VAL ACC:67.50 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0230 | CL loss:-0.7343 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0240 | CL loss:-0.7224 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0250 | CL loss:-0.7197 | VAL ACC:67.50 | TEST ACC:76.47
[TEST] Trial:0094 | Epoch:0260 | CL loss:-0.7191 | VAL ACC:68.75 | TEST ACC:66.67
[TEST] Trial:0094 | Epoch:0270 | CL loss:-0.7295 | VAL ACC:66.25 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0280 | CL loss:-0.7128 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0290 | CL loss:-0.7201 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0094 | Epoch:0300 | CL loss:-0.7185 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0094 | Epoch:0310 | CL loss:-0.7192 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0094 | Epoch:0320 | CL loss:-0.7290 | VAL ACC:66.25 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0330 | CL loss:-0.7246 | VAL ACC:71.25 | TEST ACC:66.67
[TEST] Trial:0094 | Epoch:0340 | CL loss:-0.7439 | VAL ACC:71.25 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0350 | CL loss:-0.7402 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0360 | CL loss:-0.7349 | VAL ACC:75.00 | TEST ACC:66.67
[TEST] Trial:0094 | Epoch:0370 | CL loss:-0.7327 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0094 | Epoch:0380 | CL loss:-0.7394 | VAL ACC:67.50 | TEST ACC:68.63
[TEST] Trial:0094 | Epoch:0390 | CL loss:-0.7350 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0094 | Epoch:0400 | CL loss:-0.7260 | VAL ACC:67.50 | TEST ACC:66.67
[TEST] Trial:0095 | Epoch:0010 | CL loss:-0.2806 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0020 | CL loss:-0.3526 | VAL ACC:76.25 | TEST ACC:78.43
[TEST] Trial:0095 | Epoch:0030 | CL loss:-0.4358 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0095 | Epoch:0040 | CL loss:-0.4924 | VAL ACC:75.00 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0050 | CL loss:-0.5382 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0060 | CL loss:-0.5810 | VAL ACC:73.75 | TEST ACC:76.47
[TEST] Trial:0095 | Epoch:0070 | CL loss:-0.6250 | VAL ACC:70.00 | TEST ACC:80.39
[TEST] Trial:0095 | Epoch:0080 | CL loss:-0.6499 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0095 | Epoch:0090 | CL loss:-0.6501 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0100 | CL loss:-0.6633 | VAL ACC:71.25 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0110 | CL loss:-0.6827 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0095 | Epoch:0120 | CL loss:-0.6915 | VAL ACC:76.25 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0130 | CL loss:-0.6953 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0140 | CL loss:-0.7031 | VAL ACC:67.50 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0150 | CL loss:-0.7168 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0095 | Epoch:0160 | CL loss:-0.7069 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0170 | CL loss:-0.7206 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0180 | CL loss:-0.7252 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0190 | CL loss:-0.7089 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0095 | Epoch:0200 | CL loss:-0.7187 | VAL ACC:71.25 | TEST ACC:78.43
[TEST] Trial:0095 | Epoch:0210 | CL loss:-0.7284 | VAL ACC:75.00 | TEST ACC:76.47
[TEST] Trial:0095 | Epoch:0220 | CL loss:-0.7259 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0095 | Epoch:0230 | CL loss:-0.7246 | VAL ACC:75.00 | TEST ACC:70.59
[TEST] Trial:0095 | Epoch:0240 | CL loss:-0.7348 | VAL ACC:71.25 | TEST ACC:80.39
[TEST] Trial:0095 | Epoch:0250 | CL loss:-0.7308 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0260 | CL loss:-0.7239 | VAL ACC:65.00 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0270 | CL loss:-0.7303 | VAL ACC:68.75 | TEST ACC:70.59
[TEST] Trial:0095 | Epoch:0280 | CL loss:-0.7184 | VAL ACC:71.25 | TEST ACC:66.67
[TEST] Trial:0095 | Epoch:0290 | CL loss:-0.7365 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0095 | Epoch:0300 | CL loss:-0.7223 | VAL ACC:71.25 | TEST ACC:78.43
[TEST] Trial:0095 | Epoch:0310 | CL loss:-0.7516 | VAL ACC:78.75 | TEST ACC:72.55
[TEST] Trial:0095 | Epoch:0320 | CL loss:-0.7384 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0330 | CL loss:-0.7380 | VAL ACC:68.75 | TEST ACC:74.51
[TEST] Trial:0095 | Epoch:0340 | CL loss:-0.7228 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0095 | Epoch:0350 | CL loss:-0.7318 | VAL ACC:71.25 | TEST ACC:66.67
[TEST] Trial:0095 | Epoch:0360 | CL loss:-0.7385 | VAL ACC:77.50 | TEST ACC:78.43
[TEST] Trial:0095 | Epoch:0370 | CL loss:-0.7282 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0095 | Epoch:0380 | CL loss:-0.7311 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0095 | Epoch:0390 | CL loss:-0.7427 | VAL ACC:72.50 | TEST ACC:68.63
[TEST] Trial:0095 | Epoch:0400 | CL loss:-0.7494 | VAL ACC:75.00 | TEST ACC:70.59
[TEST] Trial:0096 | Epoch:0010 | CL loss:-0.2536 | VAL ACC:73.75 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0020 | CL loss:-0.3393 | VAL ACC:67.50 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0030 | CL loss:-0.4133 | VAL ACC:75.00 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0040 | CL loss:-0.4589 | VAL ACC:70.00 | TEST ACC:82.35
[TEST] Trial:0096 | Epoch:0050 | CL loss:-0.5159 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0060 | CL loss:-0.5513 | VAL ACC:63.75 | TEST ACC:66.67
[TEST] Trial:0096 | Epoch:0070 | CL loss:-0.6359 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0080 | CL loss:-0.6478 | VAL ACC:71.25 | TEST ACC:80.39
[TEST] Trial:0096 | Epoch:0090 | CL loss:-0.6789 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0100 | CL loss:-0.6968 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0110 | CL loss:-0.7043 | VAL ACC:71.25 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0120 | CL loss:-0.7119 | VAL ACC:66.25 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0130 | CL loss:-0.7133 | VAL ACC:76.25 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0140 | CL loss:-0.7245 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0150 | CL loss:-0.7333 | VAL ACC:68.75 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0160 | CL loss:-0.7329 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0096 | Epoch:0170 | CL loss:-0.7238 | VAL ACC:72.50 | TEST ACC:80.39
[TEST] Trial:0096 | Epoch:0180 | CL loss:-0.7231 | VAL ACC:67.50 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0190 | CL loss:-0.7371 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0200 | CL loss:-0.7216 | VAL ACC:71.25 | TEST ACC:80.39
[TEST] Trial:0096 | Epoch:0210 | CL loss:-0.7203 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0220 | CL loss:-0.7233 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0230 | CL loss:-0.7230 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0240 | CL loss:-0.7364 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0250 | CL loss:-0.7224 | VAL ACC:72.50 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0260 | CL loss:-0.7338 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0270 | CL loss:-0.7448 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0280 | CL loss:-0.7437 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0290 | CL loss:-0.7333 | VAL ACC:73.75 | TEST ACC:68.63
[TEST] Trial:0096 | Epoch:0300 | CL loss:-0.7318 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0310 | CL loss:-0.7383 | VAL ACC:68.75 | TEST ACC:82.35
[TEST] Trial:0096 | Epoch:0320 | CL loss:-0.7350 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0330 | CL loss:-0.7252 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0096 | Epoch:0340 | CL loss:-0.7346 | VAL ACC:68.75 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0350 | CL loss:-0.7352 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0360 | CL loss:-0.7346 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0096 | Epoch:0370 | CL loss:-0.7369 | VAL ACC:66.25 | TEST ACC:76.47
[TEST] Trial:0096 | Epoch:0380 | CL loss:-0.7484 | VAL ACC:73.75 | TEST ACC:72.55
[TEST] Trial:0096 | Epoch:0390 | CL loss:-0.7387 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0096 | Epoch:0400 | CL loss:-0.7520 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0097 | Epoch:0010 | CL loss:-0.2514 | VAL ACC:76.25 | TEST ACC:62.75
[TEST] Trial:0097 | Epoch:0020 | CL loss:-0.3451 | VAL ACC:78.75 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0030 | CL loss:-0.4124 | VAL ACC:77.50 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0040 | CL loss:-0.4603 | VAL ACC:73.75 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0050 | CL loss:-0.5231 | VAL ACC:73.75 | TEST ACC:64.71
[TEST] Trial:0097 | Epoch:0060 | CL loss:-0.5654 | VAL ACC:73.75 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0070 | CL loss:-0.6081 | VAL ACC:71.25 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0080 | CL loss:-0.6197 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0097 | Epoch:0090 | CL loss:-0.6503 | VAL ACC:73.75 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0100 | CL loss:-0.6636 | VAL ACC:75.00 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0110 | CL loss:-0.6702 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0120 | CL loss:-0.6688 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0130 | CL loss:-0.6930 | VAL ACC:78.75 | TEST ACC:64.71
[TEST] Trial:0097 | Epoch:0140 | CL loss:-0.6847 | VAL ACC:73.75 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0150 | CL loss:-0.6999 | VAL ACC:67.50 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0160 | CL loss:-0.7014 | VAL ACC:75.00 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0170 | CL loss:-0.7057 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0097 | Epoch:0180 | CL loss:-0.7067 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0190 | CL loss:-0.7173 | VAL ACC:70.00 | TEST ACC:60.78
[TEST] Trial:0097 | Epoch:0200 | CL loss:-0.7095 | VAL ACC:75.00 | TEST ACC:64.71
[TEST] Trial:0097 | Epoch:0210 | CL loss:-0.7248 | VAL ACC:70.00 | TEST ACC:64.71
[TEST] Trial:0097 | Epoch:0220 | CL loss:-0.7334 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0097 | Epoch:0230 | CL loss:-0.7178 | VAL ACC:72.50 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0240 | CL loss:-0.7210 | VAL ACC:70.00 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0250 | CL loss:-0.7264 | VAL ACC:75.00 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0260 | CL loss:-0.7323 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0270 | CL loss:-0.7374 | VAL ACC:71.25 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0280 | CL loss:-0.7298 | VAL ACC:68.75 | TEST ACC:60.78
[TEST] Trial:0097 | Epoch:0290 | CL loss:-0.7290 | VAL ACC:75.00 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0300 | CL loss:-0.7302 | VAL ACC:72.50 | TEST ACC:60.78
[TEST] Trial:0097 | Epoch:0310 | CL loss:-0.7351 | VAL ACC:67.50 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0320 | CL loss:-0.7413 | VAL ACC:68.75 | TEST ACC:62.75
[TEST] Trial:0097 | Epoch:0330 | CL loss:-0.7567 | VAL ACC:75.00 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0340 | CL loss:-0.7357 | VAL ACC:72.50 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0350 | CL loss:-0.7278 | VAL ACC:73.75 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0360 | CL loss:-0.7453 | VAL ACC:77.50 | TEST ACC:68.63
[TEST] Trial:0097 | Epoch:0370 | CL loss:-0.7547 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0380 | CL loss:-0.7545 | VAL ACC:73.75 | TEST ACC:66.67
[TEST] Trial:0097 | Epoch:0390 | CL loss:-0.7616 | VAL ACC:72.50 | TEST ACC:70.59
[TEST] Trial:0097 | Epoch:0400 | CL loss:-0.7588 | VAL ACC:73.75 | TEST ACC:62.75
[TEST] Trial:0098 | Epoch:0010 | CL loss:-0.2267 | VAL ACC:65.00 | TEST ACC:70.59
[TEST] Trial:0098 | Epoch:0020 | CL loss:-0.3168 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0098 | Epoch:0030 | CL loss:-0.3813 | VAL ACC:66.25 | TEST ACC:62.75
[TEST] Trial:0098 | Epoch:0040 | CL loss:-0.4503 | VAL ACC:67.50 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0050 | CL loss:-0.4925 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0060 | CL loss:-0.5478 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0098 | Epoch:0070 | CL loss:-0.5839 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0098 | Epoch:0080 | CL loss:-0.6177 | VAL ACC:63.75 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0090 | CL loss:-0.6325 | VAL ACC:61.25 | TEST ACC:66.67
[TEST] Trial:0098 | Epoch:0100 | CL loss:-0.6064 | VAL ACC:61.25 | TEST ACC:72.55
[TEST] Trial:0098 | Epoch:0110 | CL loss:-0.6780 | VAL ACC:65.00 | TEST ACC:70.59
[TEST] Trial:0098 | Epoch:0120 | CL loss:-0.7001 | VAL ACC:63.75 | TEST ACC:74.51
[TEST] Trial:0098 | Epoch:0130 | CL loss:-0.6990 | VAL ACC:65.00 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0140 | CL loss:-0.6779 | VAL ACC:70.00 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0150 | CL loss:-0.6883 | VAL ACC:61.25 | TEST ACC:58.82
[TEST] Trial:0098 | Epoch:0160 | CL loss:-0.7495 | VAL ACC:61.25 | TEST ACC:70.59
[TEST] Trial:0098 | Epoch:0170 | CL loss:-0.7201 | VAL ACC:67.50 | TEST ACC:74.51
[TEST] Trial:0098 | Epoch:0180 | CL loss:-0.7270 | VAL ACC:68.75 | TEST ACC:66.67
[TEST] Trial:0098 | Epoch:0190 | CL loss:-0.7363 | VAL ACC:62.50 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0200 | CL loss:-0.7405 | VAL ACC:68.75 | TEST ACC:74.51
[TEST] Trial:0098 | Epoch:0210 | CL loss:-0.7375 | VAL ACC:55.00 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0220 | CL loss:-0.7476 | VAL ACC:67.50 | TEST ACC:70.59
[TEST] Trial:0098 | Epoch:0230 | CL loss:-0.7250 | VAL ACC:66.25 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0240 | CL loss:-0.7376 | VAL ACC:65.00 | TEST ACC:66.67
[TEST] Trial:0098 | Epoch:0250 | CL loss:-0.6965 | VAL ACC:61.25 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0260 | CL loss:-0.7274 | VAL ACC:62.50 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0270 | CL loss:-0.7493 | VAL ACC:65.00 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0280 | CL loss:-0.7326 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0290 | CL loss:-0.7472 | VAL ACC:66.25 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0300 | CL loss:-0.7258 | VAL ACC:60.00 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0310 | CL loss:-0.7337 | VAL ACC:62.50 | TEST ACC:60.78
[TEST] Trial:0098 | Epoch:0320 | CL loss:-0.7348 | VAL ACC:62.50 | TEST ACC:64.71
[TEST] Trial:0098 | Epoch:0330 | CL loss:-0.7468 | VAL ACC:66.25 | TEST ACC:66.67
[TEST] Trial:0098 | Epoch:0340 | CL loss:-0.7373 | VAL ACC:65.00 | TEST ACC:68.63
[TEST] Trial:0098 | Epoch:0350 | CL loss:-0.7312 | VAL ACC:61.25 | TEST ACC:62.75
[TEST] Trial:0098 | Epoch:0360 | CL loss:-0.7339 | VAL ACC:63.75 | TEST ACC:60.78
[TEST] Trial:0098 | Epoch:0370 | CL loss:-0.7527 | VAL ACC:63.75 | TEST ACC:62.75
[TEST] Trial:0098 | Epoch:0380 | CL loss:-0.7508 | VAL ACC:63.75 | TEST ACC:66.67
[TEST] Trial:0098 | Epoch:0390 | CL loss:-0.7409 | VAL ACC:65.00 | TEST ACC:70.59
[TEST] Trial:0098 | Epoch:0400 | CL loss:-0.7380 | VAL ACC:66.25 | TEST ACC:66.67
[TEST] Trial:0099 | Epoch:0010 | CL loss:-0.2543 | VAL ACC:77.50 | TEST ACC:74.51
[TEST] Trial:0099 | Epoch:0020 | CL loss:-0.3432 | VAL ACC:71.25 | TEST ACC:72.55
[TEST] Trial:0099 | Epoch:0030 | CL loss:-0.4203 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0099 | Epoch:0040 | CL loss:-0.4756 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0099 | Epoch:0050 | CL loss:-0.5422 | VAL ACC:71.25 | TEST ACC:72.55
[TEST] Trial:0099 | Epoch:0060 | CL loss:-0.5847 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0099 | Epoch:0070 | CL loss:-0.6337 | VAL ACC:71.25 | TEST ACC:72.55
[TEST] Trial:0099 | Epoch:0080 | CL loss:-0.6314 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0099 | Epoch:0090 | CL loss:-0.6759 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0099 | Epoch:0100 | CL loss:-0.6724 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0099 | Epoch:0110 | CL loss:-0.7022 | VAL ACC:67.50 | TEST ACC:66.67
[TEST] Trial:0099 | Epoch:0120 | CL loss:-0.6948 | VAL ACC:70.00 | TEST ACC:64.71
[TEST] Trial:0099 | Epoch:0130 | CL loss:-0.7003 | VAL ACC:75.00 | TEST ACC:70.59
